hid,date,state,type,session_year
1,2015-01-07,CA,Informational,2015
15,2015-01-14,CA,Informational,2015
20,2015-01-13,CA,Informational,2015
21,2015-01-15,CA,Informational,2015
22,2015-01-21,CA,Informational,2015
23,2015-01-22,CA,Informational,2015
25,2015-01-20,CA,Informational,2015
29,2015-02-11,CA,Informational,2015
30,2015-01-21,CA,Informational,2015
31,2015-02-02,CA,Informational,2015
32,2015-02-11,CA,Informational,2015
33,2015-02-17,CA,Budget,2015
35,2015-02-12,CA,Informational,2015
36,2015-02-10,CA,Regular,2015
37,2015-02-17,CA,Informational,2015
38,2015-02-17,CA,Informational,2015
39,2015-02-04,CA,Informational,2015
40,2015-02-11,CA,Informational,2015
41,2015-02-18,CA,Informational,2015
42,2015-02-18,CA,Informational,2015
43,2015-02-18,CA,Informational,2015
44,2015-02-18,CA,Budget,2015
45,2015-02-04,CA,Informational,2015
46,2015-02-18,CA,Informational,2015
48,2015-02-23,CA,Informational,2015
49,2015-02-23,CA,Budget,2015
50,2015-02-10,CA,Informational,2015
51,2015-02-24,CA,Informational,2015
52,2015-02-24,CA,Informational,2015
53,2015-02-24,CA,Informational,2015
54,2015-02-25,CA,Informational,2015
55,2015-02-26,CA,Informational,2015
56,2015-02-25,CA,Informational,2015
59,2015-02-25,CA,Informational,2015
60,2015-02-20,CA,Informational,2015
61,2015-03-02,CA,Budget,2015
62,2015-03-03,CA,Informational,2015
63,2015-03-03,CA,Budget,2015
65,2015-03-04,CA,Informational,2015
68,2015-03-04,CA,Informational,2015
69,2015-03-04,CA,Informational,2015
70,2015-03-04,CA,Budget,2015
71,2015-03-05,CA,Budget,2015
72,2015-03-03,CA,Regular,2015
73,2015-03-03,CA,Budget,2015
74,2015-03-04,CA,Informational,2015
75,2015-03-10,CA,Regular,2015
76,2015-03-10,CA,Regular,2015
77,2015-03-11,CA,Regular,2015
78,2015-03-11,CA,Informational,2015
79,2015-03-10,CA,Budget,2015
80,2015-03-10,CA,Budget,2015
81,2015-03-10,CA,Informational,2015
82,2015-03-10,CA,Informational,2015
83,2015-03-11,CA,Informational,2015
84,2015-03-11,CA,Budget,2015
85,2015-03-11,CA,Informational,2015
86,2015-03-11,CA,Budget,2015
87,2015-03-11,CA,Informational,2015
88,2015-03-18,CA,Regular,2015
89,2015-03-18,CA,Informational,2015
91,2015-03-12,CA,Budget,2015
92,2015-03-12,CA,Budget,2015
93,2015-03-23,CA,Regular,2015
94,2015-03-16,CA,Informational,2015
95,2015-03-16,CA,Informational,2015
96,2015-03-25,CA,Budget,2015
97,2015-03-25,CA,Regular,2015
98,2015-03-25,CA,Regular,2015
99,2015-03-24,CA,Regular,2015
100,2015-03-17,CA,Informational,2015
101,2015-03-17,CA,Informational,2015
102,2015-03-17,CA,Informational,2015
103,2015-03-17,CA,Regular,2015
104,2015-03-17,CA,Regular,2015
105,2015-03-17,CA,Informational,2015
106,2015-03-17,CA,Budget,2015
107,2015-04-06,CA,Regular,2015
108,2015-03-24,CA,Budget,2015
109,2015-04-06,CA,Regular,2015
111,2015-04-06,CA,Informational,2015
112,2015-04-07,CA,Regular,2015
113,2015-04-07,CA,Regular,2015
114,2015-04-07,CA,Regular,2015
115,2015-04-07,CA,Regular,2015
116,2015-04-07,CA,Regular,2015
117,2015-04-08,CA,Regular,2015
118,2015-04-08,CA,Regular,2015
119,2015-04-08,CA,Regular,2015
120,2015-04-07,CA,Regular,2015
121,2015-04-08,CA,Informational,2015
122,2015-04-07,CA,Informational,2015
123,2015-04-07,CA,Regular,2015
124,2015-03-18,CA,Informational,2015
125,2015-03-18,CA,Informational,2015
126,2015-03-18,CA,Regular,2015
127,2015-03-18,CA,Budget,2015
128,2015-03-18,CA,Regular,2015
129,2015-03-23,CA,Regular,2015
130,2015-04-13,CA,Regular,2015
131,2015-04-15,CA,Regular,2015
132,2015-04-15,CA,Regular,2015
133,2015-04-15,CA,Budget,2015
134,2015-04-08,CA,Regular,2015
135,2015-04-08,CA,Regular,2015
136,2015-04-09,CA,Informational,2015
137,2015-04-14,CA,Regular,2015
138,2015-03-25,CA,Budget,2015
139,2015-03-25,CA,Regular,2015
140,2015-04-16,CA,Budget,2015
141,2015-04-15,CA,Regular,2015
142,2015-04-21,CA,Regular,2015
143,2015-04-20,CA,Regular,2015
144,2015-03-25,CA,Informational,2015
145,2015-04-16,CA,Budget,2015
148,2015-04-13,CA,Regular,2015
149,2015-03-25,CA,Informational,2015
150,2015-04-22,CA,Budget,2015
151,2015-04-21,CA,Regular,2015
152,2015-04-22,CA,Regular,2015
153,2015-04-09,CA,Budget,2015
154,2015-04-13,CA,Regular,2015
155,2015-04-14,CA,Regular,2015
156,2015-04-21,CA,Regular,2015
157,2015-04-22,CA,Regular,2015
158,2015-04-21,CA,Regular,2015
159,2015-04-20,CA,Regular,2015
160,2015-03-25,CA,Informational,2015
161,2015-04-22,CA,Regular,2015
163,2015-04-27,CA,Regular,2015
164,2015-04-22,CA,Informational,2015
165,2015-04-22,CA,Regular,2015
166,2015-04-28,CA,Regular,2015
167,2015-04-27,CA,Regular,2015
168,2015-04-27,CA,Regular,2015
169,2015-04-23,CA,Budget,2015
170,2015-04-23,CA,Budget,2015
171,2015-04-14,CA,Regular,2015
172,2015-04-14,CA,Regular,2015
173,2015-04-20,CA,Regular,2015
174,2015-04-27,CA,Regular,2015
176,2015-04-22,CA,Regular,2015
177,2015-04-22,CA,Regular,2015
178,2015-03-24,CA,Informational,2015
179,2015-04-22,CA,Informational,2015
180,2015-04-21,CA,Regular,2015
181,2015-04-21,CA,Regular,2015
182,2015-04-28,CA,Regular,2015
183,2015-04-28,CA,Regular,2015
184,2015-04-28,CA,Regular,2015
185,2015-04-28,CA,Regular,2015
186,2015-04-29,CA,Regular,2015
187,2015-04-29,CA,Regular,2015
188,2015-04-29,CA,Budget,2015
189,2015-04-28,CA,Regular,2015
190,2015-04-29,CA,Regular,2015
191,2015-04-30,CA,Budget,2015
192,2015-04-30,CA,Regular,2015
193,2015-04-30,CA,Regular,2015
194,2015-04-29,CA,Regular,2015
195,2015-04-28,CA,Regular,2015
196,2015-04-28,CA,Regular,2015
197,2015-04-30,CA,Budget,2015
198,2015-05-04,CA,Regular,2015
199,2015-05-04,CA,Regular,2015
200,2015-05-05,CA,Regular,2015
201,2015-05-05,CA,Regular,2015
202,2015-05-05,CA,Regular,2015
203,2015-05-06,CA,Informational,2015
204,2015-05-05,CA,Regular,2015
205,2015-05-06,CA,Informational,2015
206,2015-05-06,CA,Regular,2015
207,2015-05-05,CA,Regular,2015
208,2015-05-06,CA,Regular,2015
209,2015-05-06,CA,Regular,2015
210,2015-05-05,CA,Regular,2015
211,2015-05-06,CA,Regular,2015
212,2015-05-07,CA,Budget,2015
213,2015-05-07,CA,Budget,2015
214,2015-05-05,CA,Budget,2015
215,2015-05-07,CA,Budget,2015
216,2015-05-11,CA,Regular,2015
217,2015-05-11,CA,Budget,2015
218,2015-05-11,CA,Regular,2015
219,2015-05-12,CA,Regular,2015
220,2015-05-12,CA,Regular,2015
221,2015-05-12,CA,Regular,2015
222,2015-05-12,CA,Budget,2015
223,2015-05-12,CA,Regular,2015
224,2015-04-15,CA,Regular,2015
225,2015-04-14,CA,Regular,2015
226,2015-05-13,CA,Informational,2015
227,2015-05-13,CA,Regular,2015
228,2015-05-12,CA,Regular,2015
229,2015-05-13,CA,Informational,2015
230,2015-04-29,CA,Regular,2015
231,2015-05-13,CA,Regular,2015
232,2015-05-13,CA,Regular,2015
233,2015-05-13,CA,Regular,2015
234,2015-05-13,CA,Budget,2015
235,2015-05-13,CA,Regular,2015
236,2015-05-12,CA,Informational,2015
237,2015-04-29,CA,Regular,2015
238,2015-05-14,CA,Informational,2015
239,2015-05-19,CA,Budget,2015
240,2015-05-19,CA,Budget,2015
241,2015-05-18,CA,Regular,2015
242,2015-05-18,CA,Budget,2015
243,2015-05-18,CA,Budget,2015
244,2015-05-18,CA,Budget,2015
245,2015-05-19,CA,Budget,2015
246,2015-05-20,CA,Budget,2015
247,2015-05-19,CA,Budget,2015
248,2015-05-19,CA,Budget,2015
249,2015-05-20,CA,Regular,2015
250,2015-05-21,CA,Budget,2015
251,2015-05-20,CA,Budget,2015
252,2015-05-20,CA,Budget,2015
253,2015-05-20,CA,Informational,2015
254,2015-05-21,CA,Budget,2015
255,2015-05-20,CA,Budget,2015
256,2015-05-21,CA,Budget,2015
257,2015-05-21,CA,Budget,2015
258,2015-05-19,CA,Budget,2015
259,2015-05-20,CA,Budget,2015
260,2015-05-21,CA,Budget,2015
261,2015-04-15,CA,Regular,2015
262,2015-04-14,CA,Regular,2015
263,2015-04-14,CA,Regular,2015
264,2015-05-20,CA,Informational,2015
265,2015-04-14,CA,Regular,2015
266,2015-04-13,CA,Budget,2015
267,2015-04-13,CA,Regular,2015
268,2015-03-23,CA,Informational,2015
269,2015-04-09,CA,Budget,2015
270,2015-04-08,CA,Regular,2015
271,2015-05-22,CA,Regular,2015
272,2015-05-26,CA,Regular,2015
273,2015-05-27,CA,Regular,2015
274,2015-05-27,CA,Informational,2015
275,2015-05-27,CA,Informational,2015
276,2015-05-28,CA,Informational,2015
277,2015-05-28,CA,Informational,2015
278,2015-05-27,CA,Informational,2015
279,2015-05-27,CA,Informational,2015
280,2015-05-27,CA,Informational,2015
281,2015-05-28,CA,Informational,2015
282,2015-04-29,CA,Regular,2015
283,2015-04-28,CA,Regular,2015
284,2015-04-27,CA,Regular,2015
285,2015-04-22,CA,Regular,2015
286,2015-04-21,CA,Regular,2015
287,2015-04-22,CA,Regular,2015
288,2015-05-21,CA,Budget,2015
289,2015-05-04,CA,Informational,2015
290,2015-05-05,CA,Informational,2015
291,2015-06-02,CA,Regular,2015
292,2015-06-03,CA,Informational,2015
293,2015-06-01,CA,Regular,2015
294,2015-06-03,CA,Regular,2015
295,2015-06-05,CA,Regular,2015
296,2015-06-04,CA,Regular,2015
297,2015-06-08,CA,Regular,2015
298,2015-06-08,CA,Regular,2015
299,2015-06-09,CA,Regular,2015
300,2015-06-09,CA,Regular,2015
301,2015-06-09,CA,Regular,2015
302,2015-06-09,CA,Regular,2015
303,2015-06-10,CA,Regular,2015
304,2015-06-10,CA,Regular,2015
305,2015-06-10,CA,Regular,2015
306,2015-06-10,CA,Regular,2015
307,2015-06-10,CA,Regular,2015
308,2015-06-09,CA,Regular,2015
309,2015-06-09,CA,Informational,2015
310,2015-06-09,CA,Regular,2015
311,2015-06-09,CA,Regular,2015
312,2015-06-15,CA,Regular,2015
313,2015-06-15,CA,Regular,2015
314,2015-06-16,CA,Regular,2015
315,2015-06-16,CA,Regular,2015
316,2015-06-16,CA,Regular,2015
317,2015-06-16,CA,Regular,2015
318,2015-06-16,CA,Regular,2015
319,2015-06-17,CA,Regular,2015
320,2015-03-25,CA,Regular,2015
321,2015-03-25,CA,Regular,2015
322,2015-06-16,CA,Regular,2015
323,2015-06-17,CA,Informational,2015
324,2015-06-17,CA,Informational,2015
325,2015-03-24,CA,Regular,2015
326,2015-03-24,CA,Regular,2015
327,2015-03-11,CA,Informational,2015
328,2015-04-20,CA,Informational,2015
329,2015-04-20,CA,Regular,2015
330,2015-06-17,CA,Informational,2015
331,2015-06-17,CA,Regular,2015
332,2015-06-18,CA,Regular,2015
333,2015-06-17,CA,Regular,2015
334,2015-06-22,CA,Regular,2015
335,2015-06-22,CA,Regular,2015
336,2015-06-22,CA,Regular,2015
337,2015-06-22,CA,Regular,2015
338,2015-06-22,CA,Regular,2015
339,2015-06-22,CA,Regular,2015
340,2015-06-23,CA,Regular,2015
341,2015-06-23,CA,Regular,2015
342,2015-06-23,CA,Informational,2015
343,2015-06-23,CA,Regular,2015
344,2015-06-23,CA,Regular,2015
345,2015-06-24,CA,Regular,2015
346,2015-03-25,CA,Regular,2015
347,2015-06-23,CA,Regular,2015
348,2015-06-24,CA,Regular,2015
349,2015-06-24,CA,Informational,2015
350,2015-06-23,CA,Regular,2015
351,2015-06-23,CA,Regular,2015
352,2015-06-24,CA,Regular,2015
353,2015-06-24,CA,Regular,2015
354,2015-06-24,CA,Regular,2015
355,2015-06-24,CA,Informational,2015
356,2015-06-24,CA,Regular,2015
357,2015-06-17,CA,Regular,2015
358,2015-06-29,CA,Informational,2015
359,2015-06-29,CA,Regular,2015
360,2015-06-29,CA,Regular,2015
361,2015-06-29,CA,Regular,2015
362,2015-06-29,CA,Regular,2015
363,2015-06-29,CA,Regular,2015
364,2015-06-30,CA,Regular,2015
365,2015-06-30,CA,Regular,2015
366,2015-06-30,CA,Regular,2015
367,2015-06-30,CA,Regular,2015
368,2015-06-30,CA,Regular,2015
369,2015-06-30,CA,Regular,2015
370,2015-06-30,CA,Regular,2015
371,2015-07-01,CA,Regular,2015
372,2015-07-01,CA,Informational,2015
373,2015-06-30,CA,Regular,2015
374,2015-07-01,CA,Regular,2015
375,2015-07-01,CA,Regular,2015
376,2015-07-01,CA,Regular,2015
377,2015-07-01,CA,Regular,2015
378,2015-07-01,CA,Regular,2015
379,2015-07-01,CA,Regular,2015
380,2015-07-02,CA,Informational,2015
381,2015-07-02,CA,Informational,2015
382,2015-07-01,CA,Regular,2015
383,2015-07-01,CA,Regular,2015
384,2015-07-06,CA,Informational,2015
385,2015-07-07,CA,Regular,2015
386,2015-07-06,CA,Regular,2015
387,2015-07-07,CA,Regular,2015
388,2015-07-06,CA,Regular,2015
389,2015-07-07,CA,Regular,2015
390,2015-07-06,CA,Regular,2015
391,2015-07-07,CA,Regular,2015
392,2015-07-08,CA,Regular,2015
393,2015-07-07,CA,Regular,2015
394,2015-07-08,CA,Informational,2015
395,2015-07-07,CA,Regular,2015
396,2015-07-07,CA,Regular,2015
397,2015-07-08,CA,Informational,2015
398,2015-07-07,CA,Regular,2015
399,2015-07-08,CA,Regular,2015
400,2015-07-08,CA,Regular,2015
401,2015-07-09,CA,Informational,2015
402,2015-07-08,CA,Regular,2015
403,2015-07-08,CA,Regular,2015
404,2015-07-08,CA,Regular,2015
405,2015-07-07,CA,Regular,2015
406,2015-07-13,CA,Regular,2015
407,2015-07-13,CA,Regular,2015
408,2015-07-13,CA,Regular,2015
409,2015-07-13,CA,Regular,2015
410,2015-07-14,CA,Informational,2015
411,2015-07-14,CA,Regular,2015
412,2015-07-14,CA,Regular,2015
413,2015-07-13,CA,Regular,2015
414,2015-07-14,CA,Regular,2015
416,2015-07-14,CA,Regular,2015
417,2015-07-14,CA,Regular,2015
418,2015-07-15,CA,Regular,2015
419,2015-07-14,CA,Regular,2015
420,2015-07-14,CA,Regular,2015
421,2015-07-15,CA,Informational,2015
422,2015-07-15,CA,Regular,2015
423,2015-07-15,CA,Informational,2015
424,2015-07-15,CA,Regular,2015
425,2015-07-15,CA,Informational,2015
426,2015-07-15,CA,Regular,2015
427,2015-07-15,CA,Regular,2015
428,2015-04-20,CA,Informational,2015
429,2015-07-15,CA,Regular,2015
430,2015-07-15,CA,Regular,2015
435,2015-03-26,CA,Budget,2015
437,2015-03-26,CA,Budget,2015
438,2015-04-15,CA,Regular,2015
439,2015-03-26,CA,Informational,2015
446,2015-03-24,CA,Informational,2015
448,2015-04-08,CA,Budget,2015
449,2015-04-08,CA,Budget,2015
450,2015-04-14,CA,Budget,2015
451,2015-04-20,CA,Regular,2015
455,2015-03-24,CA,Regular,2015
456,2015-03-24,CA,Regular,2015
457,2015-03-10,CA,Budget,2015
458,2015-03-09,CA,Budget,2015
459,2015-03-19,CA,Budget,2015
460,2015-03-19,CA,Budget,2015
461,2015-03-18,CA,Informational,2015
462,2015-03-04,CA,Informational,2015
463,2015-02-24,CA,Budget,2015
464,2015-02-25,CA,Informational,2015
465,2015-02-25,CA,Regular,2015
466,2015-03-03,CA,Informational,2015
467,2015-03-03,CA,Informational,2015
468,2015-02-25,CA,Informational,2015
469,2015-02-24,CA,Informational,2015
470,2015-02-25,CA,Budget,2015
471,2015-02-25,CA,Budget,2015
472,2015-02-25,CA,Informational,2015
473,2015-03-04,CA,Budget,2015
474,2015-02-24,CA,Informational,2015
475,2015-02-11,CA,Informational,2015
476,2015-03-05,CA,Budget,2015
477,2015-02-18,CA,Budget,2015
478,2015-02-24,CA,Informational,2015
479,2015-08-11,CA,Informational,2015
480,2015-08-11,CA,Informational,2015
481,2015-08-17,CA,Regular,2015
484,2015-08-17,CA,Informational,2015
485,2015-08-18,CA,Regular,2015
486,2015-08-18,CA,Informational,2015
487,2015-08-18,CA,Informational,2015
488,2015-08-18,CA,Informational,2015
489,2015-08-18,CA,Informational,2015
490,2015-08-17,CA,Regular,2015
491,2015-08-19,CA,Informational,2015
492,2015-08-19,CA,Regular,2015
493,2015-08-18,CA,Informational,2015
494,2015-08-19,CA,Regular,2015
495,2015-08-19,CA,Informational,2015
497,2015-08-19,CA,Regular,2015
498,2015-08-19,CA,Informational,2015
502,2015-08-24,CA,Regular,2015
505,2015-08-24,CA,Informational,2015
506,2015-08-24,CA,Regular,2015
507,2015-08-25,CA,Informational,2015
508,2015-08-24,CA,Informational,2015
509,2015-08-25,CA,Regular,2015
510,2015-08-25,CA,Regular,2015
511,2015-08-25,CA,Regular,2015
512,2015-08-25,CA,Informational,2015
513,2015-08-25,CA,Informational,2015
514,2015-08-25,CA,Informational,2015
515,2015-08-26,CA,Budget,2015
516,2015-08-26,CA,Informational,2015
517,2015-08-26,CA,Regular,2015
518,2015-08-26,CA,Budget,2015
519,2015-08-27,CA,Regular,2015
520,2015-08-26,CA,Informational,2015
521,2015-08-27,CA,Regular,2015
522,2015-08-27,CA,Regular,2015
523,2015-08-27,CA,Informational,2015
524,2015-08-27,CA,Informational,2015
525,2015-06-02,CA,Regular,2015
526,2015-06-03,CA,Regular,2015
527,2015-06-03,CA,Regular,2015
528,2015-06-04,CA,Regular,2015
529,2015-09-01,CA,Informational,2015
530,2015-09-01,CA,Informational,2015
531,2015-09-01,CA,Regular,2015
532,2015-09-02,CA,Informational,2015
533,2015-09-01,CA,Regular,2015
534,2015-09-03,CA,Regular,2015
535,2015-09-03,CA,Regular,2015
536,2015-09-03,CA,Regular,2015
537,2015-09-03,CA,Regular,2015
538,2015-09-04,CA,Regular,2015
539,2015-09-04,CA,Regular,2015
541,2015-06-02,CA,Regular,2015
542,2015-06-02,CA,Regular,2015
543,2015-09-08,CA,Regular,2015
544,2015-09-08,CA,Regular,2015
545,2015-09-09,CA,Regular,2015
546,2015-09-09,CA,Regular,2015
547,2015-09-09,CA,Informational,2015
548,2015-09-09,CA,Regular,2015
549,2015-09-10,CA,Regular,2015
550,2015-09-10,CA,Regular,2015
551,2015-09-10,CA,Regular,2015
552,2015-09-10,CA,Regular,2015
553,2015-09-10,CA,Regular,2015
554,2015-09-10,CA,Regular,2015
555,2015-09-10,CA,Regular,2015
556,2015-09-11,CA,Regular,2015
557,2015-09-11,CA,Regular,2015
558,2015-09-11,CA,Regular,2015
559,2015-09-11,CA,Regular,2015
560,2015-09-11,CA,Regular,2015
